Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
trimmed_trimmomatic | fastqc_results | Plasmid_Ko_P3_S63_L002_R1_unpaired	(1, 35.93438823060581)	(2, 35.17596410413225)	(3, 35.46471704723859)	(4, 35.79215094379993)	(5, 36.13284430889489)	(6, 36.296698104376524)	(7, 36.38989951760247)	(8, 36.54704378842977)	(9, 36.58934784953762)	(10, 36.644839879859745)	(15, 36.77843573396903)	(20, 36.807646682814934)	(25, 36.38962172224208)	(30, 36.15485664921382)	(35, 36.004027141212944)	(40, 35.85643917342507)	(45, 35.63162962282771)	(50, 35.615947624723695)	(55, 35.622482942163366)	(60, 35.61875120304826)	(65, 35.68547252259801)	(70, 35.685936238510784)	(75, 35.755178030949175)	(80, 35.768962430562986)	(85, 35.78350298777051)	(90, 35.795762411140274)	(95, 35.806777668273504)	(100, 35.816615474637715)	(105, 35.79366593497353)	(110, 35.823911457205845)	(115, 35.788207982461735)	(120, 35.78704602031992)	(125, 35.857132670682944)	(130, 35.89261697533979)	(135, 35.89082271214805)	(140, 35.87344703298479)	(145, 35.94877938144819)	(150, 36.73218439960636)
trimmed_trimmomatic | fastqc_results | Plasmid_Ko_P3_S63_L002_R2_paired	(1, 39.07158945656978)	(2, 39.15486139171872)	(3, 39.35478249091196)	(4, 39.415996072096156)	(5, 39.38716893860458)	(6, 39.48315335605985)	(7, 39.49802166436038)	(8, 39.50836339436448)	(9, 39.53144405886314)	(10, 39.54633795523491)	(15, 39.55226620782177)	(20, 39.530335108753405)	(25, 39.52698285447915)	(30, 39.47570913057162)	(35, 39.48175978879085)	(40, 39.45121356021934)	(45, 39.41230251896477)	(50, 39.402763007101726)	(55, 39.36896426758017)	(60, 39.3602756232273)	(65, 39.325205417286796)	(70, 39.27466983589096)	(75, 39.24271539438346)	(80, 39.23766405888396)	(85, 39.22467209865944)	(90, 39.17846504499114)	(95, 39.179643779693166)	(100, 39.15134914493321)	(105, 39.1237524456227)	(110, 39.08951477010904)	(115, 39.077896439562004)	(120, 39.05456320672029)	(125, 39.03757156463729)	(130, 38.99775087297048)	(135, 38.98953022690856)	(140, 38.956292952768365)	(145, 38.94158742564245)	(150, 39.0358048863)
trimmed_trimmomatic | fastqc_results | Plasmid_Ko_P3_S63_L002_R2_unpaired	(1, 34.25110670494523)	(2, 33.75049741481986)	(3, 34.08673606377925)	(4, 34.28709268783003)	(5, 34.43575603610302)	(6, 34.666291454103586)	(7, 34.678859353808235)	(8, 34.70672835298896)	(9, 34.81515789908503)	(10, 34.88911883567066)	(15, 34.879509263275295)	(20, 34.83224762652236)	(25, 34.68520285574626)	(30, 34.44308197533924)	(35, 34.17216611245361)	(40, 33.914227785006645)	(45, 33.64736490626571)	(50, 33.5490876708044)	(55, 33.648678751453915)	(60, 33.7193314997503)	(65, 33.78491974074904)	(70, 33.83790508206239)	(75, 33.85100005328635)	(80, 33.90131352467173)	(85, 33.932497475793525)	(90, 33.94381849805471)	(95, 33.978725196783124)	(100, 33.98031590213645)	(105, 33.972637473623536)	(110, 33.98741797858636)	(115, 34.02127414639381)	(120, 34.0380646359287)	(125, 34.044835821713455)	(130, 34.01304364872763)	(135, 34.05304704710257)	(140, 34.0537846313822)	(145, 34.09038068405168)	(150, 35.24881261606112)
trimmed_trimmomatic | fastqc_results | Plasmid_Ko_P4_S64_L002_R1_paired	(1, 38.99757043956826)	(2, 38.78131304941298)	(3, 38.94381641501597)	(4, 39.137323891705144)	(5, 39.22287075131822)	(6, 39.294841032640605)	(7, 39.21646387832477)	(8, 39.33447245791952)	(9, 39.30943672050098)	(10, 39.35121991120765)	(15, 39.38370422816598)	(20, 39.421233046999106)	(25, 39.34325257654175)	(30, 39.32984356344669)	(35, 39.31154865800328)	(40, 39.326665830927105)	(45, 39.24581114704132)	(50, 39.29516966161434)	(55, 39.25139884629177)	(60, 39.185658380719374)	(65, 39.20442900981306)	(70, 39.160210223115755)	(75, 39.18541398024649)	(80, 39.15550873403312)	(85, 39.13111118864605)	(90, 39.122340018008536)	(95, 39.092534185065105)	(100, 39.08120462944321)	(105, 39.0350193063905)	(110, 39.03816489186565)	(115, 38.96856941197659)	(120, 38.93906332451577)	(125, 38.96684535324353)	(130, 38.975577010686905)	(135, 38.93930800277151)	(140, 38.89502054686342)	(145, 38.92609946795138)	(150, 38.99066197411575)
trimmed_trimmomatic | fastqc_results | Plasmid_Ko_P4_S64_L002_R1_unpaired	(1, 34.65475913988121)	(2, 33.86183068723191)	(3, 34.342945385784105)	(4, 34.89655585949805)	(5, 35.278534443516385)	(6, 35.61059870666321)	(7, 35.67937172580314)	(8, 35.89840625841906)	(9, 36.011196982608276)	(10, 36.14842023564505)	(15, 36.36061935579768)	(20, 36.44604512068132)	(25, 35.989790628755586)	(30, 35.75550090408582)	(35, 35.62179535145334)	(40, 35.492377217881725)	(45, 35.26229417373481)	(50, 35.249343360767156)	(55, 35.23839793736995)	(60, 35.221392409060044)	(65, 35.26752297077506)	(70, 35.25939602468549)	(75, 35.309844791443126)	(80, 35.30727821550209)	(85, 35.303403946058765)	(90, 35.30435977300035)	(95, 35.2905780821701)	(100, 35.29216150470456)	(105, 35.246097177484174)	(110, 35.27330453525548)	(115, 35.21855656742733)	(120, 35.20652957933598)	(125, 35.26357214658858)	(130, 35.29435524945433)	(135, 35.281315844966436)	(140, 35.26570855136068)	(145, 35.3222306824434)	(150, 36.2185462471888)
trimmed_trimmomatic | fastqc_results | Plasmid_Ko_P4_S64_L002_R2_paired	(1, 38.98058107093129)	(2, 39.08688965696377)	(3, 39.29731332689796)	(4, 39.37070606644947)	(5, 39.345009638949534)	(6, 39.45200947393831)	(7, 39.47520521851401)	(8, 39.48507910353718)	(9, 39.50031068748092)	(10, 39.50988779027485)	(15, 39.51469806051024)	(20, 39.492584297854634)	(25, 39.484852476842896)	(30, 39.43589840775358)	(35, 39.43986643953387)	(40, 39.41091970909928)	(45, 39.374045763519774)	(50, 39.365169213674235)	(55, 39.33366149298233)	(60, 39.32710883604841)	(65, 39.29387832412248)	(70, 39.24406646048569)	(75, 39.212651780633294)	(80, 39.208266186591054)	(85, 39.19633989479854)	(90, 39.1498698460617)	(95, 39.15134558836911)	(100, 39.1227743742835)	(105, 39.094573882619514)	(110, 39.059365047066166)	(115, 39.04715723544382)	(120, 39.023337818948036)	(125, 39.00513695775212)	(130, 38.964295025447505)	(135, 38.954794254280294)	(140, 38.92164037139366)	(145, 38.90551838912641)	(150, 39.00032063842487)
trimmed_trimmomatic | fastqc_results | Plasmid_Ko_P4_S64_L002_R2_unpaired	(1, 34.242418802651656)	(2, 33.62734808755081)	(3, 33.9346093679878)	(4, 34.1855389862673)	(5, 34.25976740309531)	(6, 34.54113400607778)	(7, 34.60723948249112)	(8, 34.65426855069305)	(9, 34.68357396555925)	(10, 34.72394568464783)	(15, 34.71600866788906)	(20, 34.657374116862634)	(25, 34.50597776609522)	(30, 34.27188706099578)	(35, 34.01887317442203)	(40, 33.794262011309286)	(45, 33.55558476195361)	(50, 33.48740728182823)	(55, 33.5911001230961)	(60, 33.66731004601252)	(65, 33.74206403418024)	(70, 33.77959960224788)	(75, 33.808084125989)	(80, 33.85248604778277)	(85, 33.88717526164602)	(90, 33.91545745983227)	(95, 33.94249930769293)	(100, 33.93111559231316)	(105, 33.94506939578901)	(110, 33.974659963722004)	(115, 33.9993573792683)	(120, 34.00812200833767)	(125, 34.01007898577907)	(130, 33.976556856167136)	(135, 34.01643218495671)	(140, 34.022781523247474)	(145, 34.03540910361435)	(150, 35.226761159537354)
trimmed_trimmomatic | fastqc_results | RNP_Cas1_S65_L002_R1_paired	(1, 38.98371149245351)	(2, 38.86454696708647)	(3, 39.030557916541)	(4, 39.173275856227015)	(5, 39.235787347939386)	(6, 39.29163488864995)	(7, 39.252538713563055)	(8, 39.35654370246725)	(9, 39.3246632280341)	(10, 39.35738577142535)	(15, 39.38845288378213)	(20, 39.425809494667774)	(25, 39.35039289146418)	(30, 39.33793229811225)	(35, 39.32156993330349)	(40, 39.33613614463052)	(45, 39.256399650673096)	(50, 39.30351788814601)	(55, 39.260060613719915)	(60, 39.193713744516344)	(65, 39.21228424197868)	(70, 39.167372467566175)	(75, 39.19172515573331)	(80, 39.16216313907884)	(85, 39.13758594139812)	(90, 39.12854910666288)	(95, 39.09856432675679)	(100, 39.08676550642308)	(105, 39.04073144980666)	(110, 39.044468395195146)	(115, 38.97496484279657)	(120, 38.945350302344835)	(125, 38.973784791989864)	(130, 38.98274002613535)	(135, 38.946855907997715)	(140, 38.90328327300538)	(145, 38.934894549631494)	(150, 38.99741114219813)
trimmed_trimmomatic | fastqc_results | RNP_Cas1_S65_L002_R1_unpaired	(1, 36.029990208473)	(2, 35.186604220004966)	(3, 35.49306220825389)	(4, 35.883492033257575)	(5, 36.117903555015246)	(6, 36.35673277970434)	(7, 36.45454409641884)	(8, 36.6661394305975)	(9, 36.736048941450655)	(10, 36.81154615867752)	(15, 36.975031792895194)	(20, 37.03092616142885)	(25, 36.643711667230015)	(30, 36.430291112742)	(35, 36.305670184271186)	(40, 36.183883632090065)	(45, 35.9795136107205)	(50, 35.96623785604674)	(55, 35.96468432616305)	(60, 35.95322502347394)	(65, 36.0022618988811)	(70, 35.996109406298295)	(75, 36.05500154323544)	(80, 36.06010253833335)	(85, 36.07449564594715)	(90, 36.08384208184655)	(95, 36.08652197744139)	(100, 36.09123217829691)	(105, 36.0610854086112)	(110, 36.09966140079776)	(115, 36.06045005202712)	(120, 36.05265999253338)	(125, 36.110539710810095)	(130, 36.1441562761341)	(135, 36.14289550479441)	(140, 36.13501772346329)	(145, 36.19021770423828)	(150, 36.92790045861224)
trimmed_trimmomatic | fastqc_results | RNP_Cas1_S65_L002_R2_paired	(1, 39.09639363258847)	(2, 39.17503975613973)	(3, 39.356519711679454)	(4, 39.416015275425686)	(5, 39.3841015908694)	(6, 39.4949372994478)	(7, 39.51071189636682)	(8, 39.51283177930794)	(9, 39.532808322318374)	(10, 39.54932209323252)	(15, 39.554177423492874)	(20, 39.52913067046744)	(25, 39.52514649430894)	(30, 39.47761527491792)	(35, 39.4849912842981)	(40, 39.45309119794088)	(45, 39.411707904503615)	(50, 39.40145691042859)	(55, 39.365825617973044)	(60, 39.358193383270624)	(65, 39.322600962160536)	(70, 39.27224753072538)	(75, 39.24069636824047)	(80, 39.23624822724732)	(85, 39.22324601113311)	(90, 39.17704059088552)	(95, 39.17869394257569)	(100, 39.15059088528175)	(105, 39.12347001232335)	(110, 39.08877572568084)	(115, 39.077916886417825)	(120, 39.05479316532966)	(125, 39.03862918719239)	(130, 38.998629587447105)	(135, 38.990717056457704)	(140, 38.95800572561536)	(145, 38.9433694913335)	(150, 39.03423390621918)
trimmed_trimmomatic | fastqc_results | RNP_Cas1_S65_L002_R2_unpaired	(1, 34.17014345083052)	(2, 33.764572772659896)	(3, 34.17248029878999)	(4, 34.397743768192846)	(5, 34.50814197626926)	(6, 34.842469405404856)	(7, 34.85256938474059)	(8, 34.84163518129705)	(9, 34.977399414767554)	(10, 35.06343062546399)	(15, 35.04698288947678)	(20, 34.971070536582125)	(25, 34.82550429740217)	(30, 34.601617935563205)	(35, 34.35848166110092)	(40, 34.08859051841799)	(45, 33.84838652893891)	(50, 33.74238661058463)	(55, 33.81257174436253)	(60, 33.88480102051915)	(65, 33.930416317160784)	(70, 33.97279218792478)	(75, 33.988181023695105)	(80, 34.03460357992257)	(85, 34.03936166649477)	(90, 34.07649019311988)	(95, 34.101010000587586)	(100, 34.12150422430485)	(105, 34.12237371484524)	(110, 34.151367543661706)	(115, 34.17586933919149)	(120, 34.1864166247626)	(125, 34.197605810874016)	(130, 34.17567546234558)	(135, 34.203496522760815)	(140, 34.20560410688192)	(145, 34.22281800491015)	(150, 35.38999609286096)
trimmed_trimmomatic | fastqc_results | RNP_Cas2_S66_L002_R1_paired	(1, 38.96811157045094)	(2, 38.85933794816815)	(3, 39.00818244589226)	(4, 39.15159896246418)	(5, 39.25271345613689)	(6, 39.312602874307665)	(7, 39.28373504625128)	(8, 39.34943101715811)	(9, 39.320399406189836)	(10, 39.36039004029993)	(15, 39.390852756507485)	(20, 39.42704321208554)	(25, 39.35016996005105)	(30, 39.33971349419734)	(35, 39.32220327474166)	(40, 39.3371730608324)	(45, 39.25603426296041)	(50, 39.30461570477055)	(55, 39.260979364300326)	(60, 39.19438641536799)	(65, 39.213331327598524)	(70, 39.168014676548445)	(75, 39.192869183637505)	(80, 39.162650290778814)	(85, 39.13878426697255)	(90, 39.12940354791431)	(95, 39.0995955786568)	(100, 39.08773056555346)	(105, 39.04180262926453)	(110, 39.045143829733924)	(115, 38.975823198743164)	(120, 38.946511739716485)	(125, 38.9750957941388)	(130, 38.984426901611734)	(135, 38.948623800511555)	(140, 38.90478390914363)	(145, 38.93710873441991)	(150, 38.99961716667218)
trimmed_trimmomatic | fastqc_results | RNP_Cas2_S66_L002_R1_unpaired	(1, 35.72535257549536)	(2, 34.9709410092807)	(3, 35.196423965452304)	(4, 35.53908840940522)	(5, 35.893854582792436)	(6, 36.12889313519239)	(7, 36.21621568143867)	(8, 36.294333139941216)	(9, 36.38168183298978)	(10, 36.46234273935101)	(15, 36.61014552462146)	(20, 36.65861985870834)	(25, 36.22264949080869)	(30, 35.976702068494724)	(35, 35.829337842832274)	(40, 35.68982373521911)	(45, 35.470473264187994)	(50, 35.44840445035297)	(55, 35.434546751939614)	(60, 35.42045729170192)	(65, 35.47137026258131)	(70, 35.47351240229218)	(75, 35.52952559651598)	(80, 35.53408945907198)	(85, 35.538986859722044)	(90, 35.55067533093896)	(95, 35.55711968800073)	(100, 35.57074796064724)	(105, 35.53931149892698)	(110, 35.57847292678448)	(115, 35.5338877784762)	(120, 35.53287052747375)	(125, 35.599534286175086)	(130, 35.63760516898971)	(135, 35.636464071659695)	(140, 35.63124071056122)	(145, 35.69575643420007)	(150, 36.53773876425781)
trimmed_trimmomatic | fastqc_results | RNP_Cas2_S66_L002_R2_paired	(1, 39.05372954872317)	(2, 39.10945336607836)	(3, 39.315018462673955)	(4, 39.372745693509835)	(5, 39.332128705032986)	(6, 39.43869262728749)	(7, 39.46122109815646)	(8, 39.47372146353124)	(9, 39.486991030140025)	(10, 39.501893926797734)	(15, 39.51370061383521)	(20, 39.49525481977536)	(25, 39.485539220795744)	(30, 39.43878457737833)	(35, 39.44667518453313)	(40, 39.41862268575248)	(45, 39.38048675130098)	(50, 39.37226450020323)	(55, 39.337893206930026)	(60, 39.330361655287945)	(65, 39.29458003697534)	(70, 39.243411085828875)	(75, 39.210216653001524)	(80, 39.20425061453984)	(85, 39.190363888993076)	(90, 39.14214387519481)	(95, 39.14255406299861)	(100, 39.112592524669154)	(105, 39.08430795915997)	(110, 39.04738272929272)	(115, 39.035594166720934)	(120, 39.01027895584173)	(125, 38.99219156552723)	(130, 38.950284446200676)	(135, 38.94151406362987)	(140, 38.90651223999794)	(145, 38.89057202005795)	(150, 38.991560871411785)
trimmed_trimmomatic | fastqc_results | RNP_Cas2_S66_L002_R2_unpaired	(1, 34.19675173233467)	(2, 33.57610499405736)	(3, 33.97443544951001)	(4, 34.13689648599556)	(5, 34.19279371201758)	(6, 34.484809835624425)	(7, 34.58913394478954)	(8, 34.65578397954836)	(9, 34.7162615208665)	(10, 34.77363095104612)	(15, 34.79684479626847)	(20, 34.77528255555806)	(25, 34.620485838584536)	(30, 34.39209349000964)	(35, 34.17408505819299)	(40, 33.92249456192676)	(45, 33.66626432399704)	(50, 33.589221465335235)	(55, 33.672722280481885)	(60, 33.744801162542146)	(65, 33.804682365532116)	(70, 33.84420336581405)	(75, 33.84316949511255)	(80, 33.88592756940882)	(85, 33.90277435224449)	(90, 33.918068908697215)	(95, 33.94482790045329)	(100, 33.947633554884604)	(105, 33.957898320126105)	(110, 33.9734479770188)	(115, 34.00440781537608)	(120, 34.00597286109721)	(125, 34.01087535343929)	(130, 33.988293828102385)	(135, 34.03995357637568)	(140, 34.023169998080505)	(145, 34.05982399294515)	(150, 35.24362690769284)
trimmed_trimmomatic | fastqc_results | RNP_Cas3_S67_L002_R1_paired	(1, 38.99559564111122)	(2, 38.72462534445598)	(3, 38.94206101065943)	(4, 39.15393219408222)	(5, 39.28939891141433)	(6, 39.32507936877556)	(7, 39.26306540904943)	(8, 39.353047093633805)	(9, 39.3324035794076)	(10, 39.37464138307823)	(15, 39.406207642047946)	(20, 39.44321026414686)	(25, 39.36931834605535)	(30, 39.357158582501754)	(35, 39.340706200130775)	(40, 39.35469493743492)	(45, 39.27533714734864)	(50, 39.32239212244142)	(55, 39.28082661453713)	(60, 39.21606322784022)	(65, 39.23569551239978)	(70, 39.19163592605905)	(75, 39.21721856015226)	(80, 39.18838719104991)	(85, 39.16497279235226)	(90, 39.15732092887065)	(95, 39.128316255426924)	(100, 39.117594552068326)	(105, 39.073317938468634)	(110, 39.07698682855036)	(115, 39.00935749422281)	(120, 38.98013197492381)	(125, 39.00846387812453)	(130, 39.01753906221993)	(135, 38.98213675273781)	(140, 38.938331427355195)	(145, 38.97034915187005)	(150, 39.03024823456367)
trimmed_trimmomatic | fastqc_results | RNP_Cas3_S67_L002_R1_unpaired	(1, 35.52878387219209)	(2, 34.58807394200901)	(3, 34.86177760964452)	(4, 35.303477611642144)	(5, 35.66868364146666)	(6, 35.86101476742676)	(7, 35.91593503730561)	(8, 36.06255056482785)	(9, 36.1900769334492)	(10, 36.27815512040671)	(15, 36.44600737622229)	(20, 36.49814832848911)	(25, 36.05328696351342)	(30, 35.797233167530635)	(35, 35.65307971014493)	(40, 35.502843491245414)	(45, 35.27475104625496)	(50, 35.26481893769626)	(55, 35.272224086345986)	(60, 35.279364733020614)	(65, 35.33865986669662)	(70, 35.34648669962185)	(75, 35.4103557668368)	(80, 35.42940366566827)	(85, 35.44357732334629)	(90, 35.46439140229249)	(95, 35.47223061296246)	(100, 35.48278612042921)	(105, 35.46187416497033)	(110, 35.49804719380495)	(115, 35.4609619591888)	(120, 35.460850316342615)	(125, 35.53329016006569)	(130, 35.5736870052539)	(135, 35.56982239973907)	(140, 35.55863782551479)	(145, 35.62766446526476)	(150, 36.49699232219327)
trimmed_trimmomatic | fastqc_results | RNP_Cas3_S67_L002_R2_paired	(1, 39.104377167856214)	(2, 39.17758304705299)	(3, 39.356418387146576)	(4, 39.41686965466765)	(5, 39.38719230547005)	(6, 39.487601982598065)	(7, 39.50591638357011)	(8, 39.51078133879022)	(9, 39.52931618614561)	(10, 39.54231836891624)	(15, 39.54873011177823)	(20, 39.52857015341102)	(25, 39.52350688600755)	(30, 39.473022531746054)	(35, 39.48033391352093)	(40, 39.45366478961493)	(45, 39.416234078665255)	(50, 39.408409406239166)	(55, 39.37471950396791)	(60, 39.36749877775058)	(65, 39.33288333596098)	(70, 39.28205438301641)	(75, 39.25076146427816)	(80, 39.245806314926085)	(85, 39.23281822072854)	(90, 39.1865102836579)	(95, 39.18792498136377)	(100, 39.15967189721707)	(105, 39.13236580420979)	(110, 39.09675033565189)	(115, 39.08577920434975)	(120, 39.06170575847405)	(125, 39.04499257886405)	(130, 39.004573378468756)	(135, 38.996431254411554)	(140, 38.96338858774841)	(145, 38.948642720198315)	(150, 39.03886969348751)
trimmed_trimmomatic | fastqc_results | RNP_Cas3_S67_L002_R2_unpaired	(1, 34.10888538436299)	(2, 33.615069696552744)	(3, 33.926975794075)	(4, 34.12710703739376)	(5, 34.249273398884434)	(6, 34.509188090727235)	(7, 34.57988590298579)	(8, 34.61120013547698)	(9, 34.66688117187583)	(10, 34.73106169494396)	(15, 34.74529990156751)	(20, 34.689477884442375)	(25, 34.547675405637115)	(30, 34.31768927085869)	(35, 34.080980091235276)	(40, 33.83969941046348)	(45, 33.600034292609095)	(50, 33.517253563053735)	(55, 33.60549955222102)	(60, 33.69386571076598)	(65, 33.761825432836865)	(70, 33.80786952015125)	(75, 33.82942288843562)	(80, 33.87576522529222)	(85, 33.90428580624097)	(90, 33.91093095186028)	(95, 33.94501153235333)	(100, 33.960546602826355)	(105, 33.944874182995044)	(110, 33.96521503313703)	(115, 33.98194898549644)	(120, 33.992059289266095)	(125, 33.98972771441272)	(130, 33.97837907301017)	(135, 34.00862421422506)	(140, 34.01446190419424)	(145, 34.03123925341763)	(150, 35.19118819138416)
trimmed_trimmomatic | fastqc_results | RNP_Cas4_S68_L002_R1_paired	(1, 38.956900487013215)	(2, 38.74108416879386)	(3, 38.909264186774415)	(4, 39.08992246329276)	(5, 39.217982740919474)	(6, 39.306295643619556)	(7, 39.24794728537347)	(8, 39.33076476068281)	(9, 39.29270987191626)	(10, 39.33413489095046)	(15, 39.37040457907817)	(20, 39.40830008438349)	(25, 39.33128739631298)	(30, 39.321125322388795)	(35, 39.30445579938325)	(40, 39.31922719098734)	(45, 39.23871338397335)	(50, 39.286503380847435)	(55, 39.24307774005108)	(60, 39.17667143023659)	(65, 39.19460713902946)	(70, 39.149571038754196)	(75, 39.174071289897164)	(80, 39.14345823926728)	(85, 39.119140589989435)	(90, 39.10930822414169)	(95, 39.079586565563005)	(100, 39.06670314770558)	(105, 39.02091417766989)	(110, 39.02312766927318)	(115, 38.95420084296374)	(120, 38.92374737774438)	(125, 38.95195618152901)	(130, 38.96064018636056)	(135, 38.92515868922786)	(140, 38.88084225816443)	(145, 38.9122398897728)	(150, 38.98124788466454)
trimmed_trimmomatic | fastqc_results | RNP_Cas4_S68_L002_R1_unpaired	(1, 35.366137359066975)	(2, 34.52359204108156)	(3, 34.85219015831758)	(4, 35.30190259586821)	(5, 35.66567753341885)	(6, 35.981731978294626)	(7, 36.0722049689441)	(8, 36.222389890798)	(9, 36.294583255974885)	(10, 36.398192871489336)	(15, 36.58915385329463)	(20, 36.66665741881583)	(25, 36.248787089859576)	(30, 36.036371586382664)	(35, 35.91044507831488)	(40, 35.792490463813124)	(45, 35.58783714218201)	(50, 35.58146174656581)	(55, 35.58864635328159)	(60, 35.578446330153994)	(65, 35.630466959905704)	(70, 35.632080691656945)	(75, 35.683883912754425)	(80, 35.68859676125409)	(85, 35.69374501722372)	(90, 35.69386372458106)	(95, 35.68697130599635)	(100, 35.69512441904287)	(105, 35.66294161529944)	(110, 35.68921832018883)	(115, 35.64522200043891)	(120, 35.63018384596411)	(125, 35.68948128729467)	(130, 35.72467860613931)	(135, 35.71250551697567)	(140, 35.69717979614819)	(145, 35.75733861503944)	(150, 36.567361981201884)
trimmed_trimmomatic | fastqc_results | RNP_Cas4_S68_L002_R2_paired	(1, 38.94596702555126)	(2, 38.959986145020835)	(3, 39.18769499874651)	(4, 39.279289381071784)	(5, 39.27189903814028)	(6, 39.37593417095967)	(7, 39.39891006993096)	(8, 39.41825385012537)	(9, 39.41761230823199)	(10, 39.440591452817515)	(15, 39.44497593794842)	(20, 39.42576310923793)	(25, 39.44084063119238)	(30, 39.40773399496258)	(35, 39.419716682424884)	(40, 39.392957038208664)	(45, 39.356699727549405)	(50, 39.34933914509609)	(55, 39.317022110103444)	(60, 39.31091100047813)	(65, 39.27647530573221)	(70, 39.22599316072147)	(75, 39.19363151251828)	(80, 39.18839404900303)	(85, 39.17498906024366)	(90, 39.12756852499725)	(95, 39.12774440078353)	(100, 39.09780845062472)	(105, 39.06918386140143)	(110, 39.03307911301422)	(115, 39.0200819518091)	(120, 38.99522641687746)	(125, 38.97677235657701)	(130, 38.93472459685896)	(135, 38.92553294074854)	(140, 38.89146975069576)	(145, 38.87527624080435)	(150, 38.97797700529448)
trimmed_trimmomatic | fastqc_results | RNP_Cas4_S68_L002_R2_unpaired	(1, 33.77135839832383)	(2, 33.02363170760098)	(3, 33.38078686998021)	(4, 33.68751716913049)	(5, 33.86530089628681)	(6, 34.103843557211036)	(7, 34.16434408101502)	(8, 34.272897218018855)	(9, 34.30493539750902)	(10, 34.34612827377488)	(15, 34.33740239785823)	(20, 34.2934890001164)	(25, 34.24020207193574)	(30, 34.11201117448493)	(35, 33.92978978000233)	(40, 33.699460831102314)	(45, 33.46087812827378)	(50, 33.39074291336276)	(55, 33.51278326447179)	(60, 33.60194313601254)	(65, 33.66693124577968)	(70, 33.72364056279342)	(75, 33.735051141699884)	(80, 33.78806813600653)	(85, 33.803143787151285)	(90, 33.82000501423467)	(95, 33.8521122736372)	(100, 33.84807287230113)	(105, 33.85606120817931)	(110, 33.86514652698046)	(115, 33.89765218339742)	(120, 33.890590079040805)	(125, 33.91491636535665)	(130, 33.879751165523885)	(135, 33.922572010718135)	(140, 33.91955477561261)	(145, 33.94966619078512)	(150, 35.14908380756202)
